Vertice, Pai, Distancia
8972,8967,4
8973,4235,4
8974,8326,4
8975,9626,2
8976,2336,4
8977,8193,5
8978,4561,5
8979,8192,4
8980,528,5
8981,9933,4
8982,7127,5
8983,9887,4
8984,9725,4
8985,2757,4
8986,5691,4
8987,8015,5
8988,3631,4
8989,5009,5
8990,8707,4
8991,6207,5
8992,8159,4
8993,643,4
8994,8347,2
8995,9514,4
8996,6377,5
8997,620,5
8998,2709,4
8999,4509,5
9000,673,4
9001,3743,5
9002,4186,4
9003,3623,5
9004,6949,4
9005,7770,4
9006,8839,4
9007,4028,4
9008,7322,5
9009,8975,3
9010,8267,4
9011,6664,5
9012,4908,5
9013,4422,5
9014,2204,5
9015,7401,4
9016,7774,4
9017,4293,5
9018,3253,4
9019,2833,4
9020,2353,4
9021,4743,3
9022,3986,5
9023,9186,4
9024,2709,4
9025,8380,4
9026,5307,3
9027,6530,5
9028,7133,4
9029,4866,5
9030,8323,4
9031,5462,5
9032,7247,5
9033,1643,3
9034,2138,5
9035,2062,4
9036,4830,4
9037,2603,5
9038,8129,5
9039,7889,5
9040,9632,4
9041,2190,5
9042,8644,4
9043,9917,5
9044,7784,5
9045,5928,5
9046,1439,5
9047,3798,3
9048,6672,4
9049,3381,5
9050,4981,5
9051,131,5
9052,3735,5
9053,6061,5
9054,4806,4
9055,1699,5
9056,6371,4
9057,4170,5
9058,4366,4
9059,4880,3
9060,4224,5
9061,6822,4
9062,9279,4
9063,4036,4
9064,1253,5
9065,1164,5
9066,7913,4
9067,8620,5
9068,2902,4
9069,3851,5
9070,6035,4
9071,1026,4
9072,3428,4
9073,6653,4
9074,2697,4
9075,3491,5
9076,6151,5
9077,2598,4
9078,1415,3
9079,8264,5
9080,2259,5
9081,6990,5
9082,9626,2
9083,3605,4
9084,9150,5
9085,6262,5
9086,2358,3
9087,1739,5
9088,6166,4
9089,754,3
9090,1635,5
9091,7475,4
9092,6559,4
9093,9436,5
9094,1487,5
9095,2271,5
9096,7814,4
9097,7254,4
9098,7839,4
9099,8163,4
9100,8098,4
9101,3746,4
9102,2649,5
9103,6213,4
9104,7891,5
9105,3605,4
9106,3246,5
9107,4968,4
9108,692,5
9109,739,5
9110,3472,4
9111,2642,5
9112,2437,4
9113,5271,4
9114,7400,5
9115,2533,4
9116,3366,5
9117,8499,4
9118,4560,4
9119,4103,4
9120,279,5
9121,2107,5
9122,9036,5
9123,8576,4
9124,2893,5
9125,2344,5
9126,804,4
9127,539,5
9128,1986,4
9129,7621,4
9130,4695,4
9131,5939,5
9132,2174,4
9133,6728,5
9134,9619,4
9135,7261,5
9136,4915,4
9137,8617,4
9138,5674,4
9139,9668,5
9140,6804,4
9141,518,5
9142,4002,3
9143,8865,4
9144,1105,4
9145,5204,4
9146,8495,4
9147,6094,4
9148,6693,4
9149,15,5
9150,7229,4
9151,1163,5
9152,2696,4
9153,520,5
9154,4336,5
9155,3598,5
9156,1844,4
9157,6091,4
9158,7034,4
9159,2190,5
9160,1341,4
9161,1027,4
9162,8656,5
9163,4478,4
9164,53,4
9165,7251,4
9166,57,5
9167,2087,4
9168,2122,4
9169,990,3
9170,7527,5
9171,7839,4
9172,260,3
9173,3354,4
9174,1662,5
9175,7436,5
9176,8344,4
9177,3872,4
9178,6024,4
9179,9826,4
9180,9953,5
9181,6921,4
9182,8258,4
9183,2742,4
9184,3114,5
9185,8267,4
9186,4743,3
9187,8050,5
9188,388,4
9189,4768,5
9190,4067,5
9191,6166,4
9192,9919,4
9193,404,5
9194,1880,5
9195,8067,5
9196,7910,5
9197,7197,5
9198,5036,4
9199,6263,4
9200,2660,4
9201,146,3
9202,3788,5
9203,2212,5
9204,1933,4
9205,8245,5
9206,7083,4
9207,3631,4
9208,4002,3
9209,9436,5
9210,2147,5
9211,3136,5
9212,5963,4
9213,2330,4
9214,7087,4
9215,6072,5
9216,3058,4
9217,1355,4
9218,9571,3
9219,2371,4
9220,7655,4
9221,8854,4
9222,3840,5
9223,8521,5
9224,1058,3
9225,7779,4
9226,1613,4
9227,9500,4
9228,6620,5
9229,4319,5
9230,5774,5
9231,3033,4
9232,8124,4
9233,4850,4
9234,2877,5
9235,6843,4
9236,9291,5
9237,1419,4
9238,631,4
9239,3608,5
9240,176,2
9241,8117,4
9242,789,5
9243,6791,5
9244,7468,4
9245,2903,4
9246,9788,5
9247,5610,4
9248,9280,4
9249,9903,4
9250,8695,4
9251,259,4
9252,8160,4
9253,7476,5
9254,1142,4
9255,509,5
9256,2555,4
9257,9172,4
9258,7643,4
9259,6848,5
9260,9972,5
9261,2353,4
9262,606,4
9263,6644,4
9264,1026,4
9265,6335,4
9266,1540,4
9267,9847,5
9268,3910,5
9269,4705,5
9270,2908,4
9271,3781,5
9272,4060,5
9273,6168,4
9274,9562,4
9275,1731,5
9276,857,4
9277,7408,4
9278,4307,5
9279,115,3
9280,5494,3
9281,9251,5
9282,546,3
9283,4038,4
9284,8685,4
9285,242,4
9286,433,4
9287,803,4
9288,8272,5
9289,6371,4
9290,8117,4
9291,6822,4
9292,9298,5
9293,9596,4
9294,4560,4
9295,8210,4
9296,9541,5
9297,2689,4
9298,8418,4
9299,5412,4
9300,8332,3
9301,7917,4
9302,2738,5
9303,6195,4
9304,5568,4
9305,8290,3
9306,9469,5
9307,6911,4
9308,1721,5
9309,6341,4
9310,7721,4
9311,9796,5
9312,2785,5
9313,1633,4
9314,4103,4
9315,6411,4
9316,5522,4
9317,35,1
9318,7770,4
9319,4246,4
9320,3523,5
9321,3630,5
9322,4636,4
9323,3558,4
9324,2485,4
9325,329,4
9326,8335,3
9327,9945,2
9328,4560,4
9329,5234,4
9330,1985,5
9331,7210,4
9332,4726,5
9333,5955,4
9334,2238,5
9335,6755,3
9336,5781,5
9337,6843,4
9338,2166,5
9339,3156,5
9340,6935,5
9341,8155,5
9342,1746,5
9343,8163,4
9344,6054,4
9345,7913,4
9346,2177,4
9347,5730,4
9348,604,4
9349,6809,4
9350,1473,3
9351,5457,3
9352,2107,5
9353,3018,5
9354,2818,5
9355,5006,3
9356,4246,4
9357,4590,4
9358,9207,5
9359,3666,5
9360,4348,4
9361,8067,5
9362,2124,5
9363,546,3
9364,1030,4
9365,3381,5
9366,9164,5
9367,5412,4
9368,9091,5
9369,6660,4
9370,2742,4
9371,7544,5
9372,620,5
9373,2785,5
9374,8022,4
9375,9186,4
9376,3558,4
9377,5011,5
9378,8664,4
9379,8418,4
9380,3207,4
9381,2111,4
9382,1786,4
9383,8098,4
9384,5494,3
9385,2176,5
9386,2757,4
9387,6195,4
9388,8719,3
9389,3005,5
9390,3617,4
9391,6742,4
9392,4596,5
9393,8913,4
9394,1773,5
9395,6090,5
9396,602,5
9397,6532,4
9398,7591,4
9399,6038,3
9400,9388,4
9401,6660,4
9402,4217,5
9403,1533,5
9404,1578,5
9405,214,5
9406,842,3
9407,8979,5
9408,3186,4
9409,3537,4
9410,9465,5
9411,7034,4
9412,9936,5
9413,7439,4
9414,7413,3
9415,4703,4
9416,4176,5
9417,3986,5
9418,8270,5
9419,7413,3
9420,6065,4
9421,7229,4
9422,6313,5
9423,4082,3
9424,6104,4
9425,5330,4
9426,3306,3
9427,3606,3
9428,7554,5
9429,6388,5
9430,8239,5
9431,9092,5
9432,1951,5
9433,7581,5
9434,3850,5
9435,6745,5
9436,4830,4
9437,7193,4
9438,1005,5
9439,2833,4
9440,5299,5
9441,427,5
9442,3269,4
9443,2392,4
9444,2683,5
9445,2035,4
9446,1465,4
9447,8121,3
9448,1431,5
9449,9270,5
9450,5947,5
9451,7102,5
9452,7997,5
9453,5136,4
9454,7178,4
9455,8267,4
9456,6843,4
9457,6265,4
9458,5482,4
9459,6263,4
9460,3466,4
9461,7223,5
9462,2541,5
9463,967,4
9464,9681,5
9465,4029,4
9466,1407,5
9467,967,4
9468,2689,4
9469,6886,4
9470,4047,5
9471,2785,5
9472,9186,4
9473,5446,4
9474,4523,4
9475,9226,5
9476,8881,5
9477,6021,5
9478,803,4
9479,5494,3
9480,4038,4
9481,2208,4
9482,3617,4
9483,5271,4
9484,2294,2
9485,5034,5
9486,4302,4
9487,5272,5
9488,8881,5
9489,4928,5
9490,4028,4
9491,8707,4
9492,4738,4
9493,6524,4
9494,3374,4
9495,2584,5
9496,7774,4
9497,1643,3
9498,9140,5
9499,3910,5
9500,4550,3
9501,5006,3
9502,3746,4
9503,2908,4
9504,5371,4
9505,799,4
9506,9351,4
9507,5663,5
9508,6758,3
9509,8151,5
9510,6223,4
9511,7271,4
9512,2005,4
9513,799,4
9514,1058,3
9515,6104,4
9516,115,3
9517,1020,5
9518,5517,5
9519,5928,5
9520,8857,3
9521,9642,5
9522,2283,5
9523,4387,4
9524,6046,4
9525,3195,4
9526,2191,5
9527,7955,5
9528,5678,5
9529,7520,5
9530,7800,3
9531,3666,5
9532,9585,5
9533,3269,4
9534,5955,4
9535,362,5
9536,5010,4
9537,1218,4
9538,6654,4
9539,7578,5
9540,4466,5
9541,6532,4
9542,1643,3
9543,337,5
9544,1009,5
9545,72,5
9546,2533,4
9547,4617,4
9548,7992,5
9549,7834,5
9550,1389,5
9551,2880,5
9552,4945,4
9553,7473,5
9554,1218,4
9555,5295,3
9556,3118,5
9557,5586,4
9558,4584,4
9559,6038,3
9560,8983,5
9561,4809,5
9562,656,3
9563,626,5
9564,9447,4
9565,8620,5
9566,563,4
9567,1633,4
9568,649,4
9569,6104,4
9570,8031,5
9571,3899,2
9572,6986,5
9573,6369,5
9574,4139,5
9575,4826,5
9576,4483,4
9577,1372,5
9578,8399,5
9579,2825,4
9580,8311,5
9581,1635,5
9582,2937,5
9583,8890,4
9584,8680,5
9585,291,4
9586,9786,5
9587,6137,5
9588,6120,5
9589,734,5
9590,5588,5
9591,6637,5
9592,2147,5
9593,3605,4
9594,806,4
9595,9266,5
9596,1855,3
9597,4806,4
9598,1277,5
9599,3429,5
9600,758,4
9601,3108,4
9602,3225,4
9603,1899,4
9604,606,4
9605,1105,4
9606,4044,4
9607,4487,5
9608,610,4
9609,8499,4
9610,8160,4
9611,1384,4
9612,6038,3
9613,6095,4
9614,6046,4
9615,1922,4
9616,9520,4
9617,7229,4
9618,8813,5
9619,887,3
9620,4558,5
9621,8287,4
9622,1540,4
9623,1341,4
9624,9142,4
9625,2277,5
9626,35,1
9627,7721,4
9628,9882,5
9629,3698,5
9630,4589,5
9631,8576,4
9632,2105,3
9633,3770,4
9634,723,4
9635,5743,5
9636,1610,5
9637,3032,5
9638,1200,4
9639,6132,3
9640,2709,4
9641,1933,4
9642,7395,4
9643,7407,3
9644,7167,5
9645,7302,4
9646,5233,5
9647,535,5
9648,9388,4
9649,7910,5
9650,3058,4
9651,17,4
9652,6804,4
9653,8079,4
9654,2527,4
9655,9941,5
9656,610,4
9657,8321,5
9658,8012,5
9659,7351,4
9660,826,5
9661,2395,4
9662,406,5
9663,8380,4
9664,3192,4
9665,5267,5
9666,6490,4
9667,971,4
9668,9501,4
9669,8267,4
9670,1226,4
9671,6653,4
9672,4996,4
9673,268,4
9674,9626,2
9675,2458,4
9676,7839,4
9677,7650,5
9678,4974,4
9679,8975,3
9680,1344,5
9681,6097,4
9682,3943,4
9683,9172,4
9684,2866,5
9685,2598,4
9686,1673,4
9687,5692,4
9688,8760,4
9689,8467,4
9690,7418,5
9691,8089,5
9692,6005,5
9693,1004,4
9694,153,4
9695,3002,5
9696,3558,4
9697,6050,5
9698,8817,5
9699,5136,4
9700,9612,4
9701,909,3
9702,1340,4
9703,1880,5
9704,8344,4
9705,9355,4
9706,8695,4
9707,1077,4
9708,4461,4
9709,8890,4
9710,2249,5
9711,259,4
9712,7063,4
9713,2997,4
9714,8093,5
9715,3191,4
9716,9951,5
9717,5635,5
9718,957,5
9719,3651,4
9720,3466,4
9721,9282,4
9722,4840,5
9723,6235,5
9724,8245,5
9725,5820,3
9726,5459,4
9727,9961,4
9728,4478,4
9729,6066,5
9730,2379,5
9731,1959,5
9732,1859,3
9733,4250,4
9734,1180,4
9735,1064,3
9736,6104,4
9737,6298,4
9738,2660,4
9739,3264,4
9740,4608,4
9741,7368,4
9742,5525,5
9743,2582,5
9744,7287,5
9745,5034,5
9746,7719,5
9747,5467,5
9748,2757,4
9749,8291,4
9750,8403,5
9751,1225,3
9752,6274,5
9753,404,5
9754,431,4
9755,2884,5
9756,3631,4
9757,2606,4
9758,1428,4
9759,4732,5
9760,1115,5
9761,2035,4
9762,195,3
9763,9469,5
9764,9033,4
9765,6756,5
9766,4509,5
9767,9933,4
9768,4443,5
9769,9423,4
9770,1855,3
9771,4738,4
9772,8286,4
9773,2997,4
9774,3030,4
9775,9305,4
9776,5176,6
9777,1200,4
9778,3357,5
9779,3517,5
9780,7792,5
9781,7825,5
9782,2269,5
9783,9626,2
9784,3047,4
9785,7196,5
9786,6921,4
9787,2895,4
9788,8854,4
9789,4138,5
9790,3624,5
9791,7611,5
9792,3058,4
9793,7395,4
9794,9221,5
9795,5459,4
9796,6366,4
9797,7178,4
9798,1052,5
9799,1004,4
9800,9585,5
9801,2517,4
9802,9725,4
9803,864,5
9804,7063,4
9805,8623,5
9806,7090,5
9807,8323,4
9808,3819,5
9809,3706,4
9810,1739,5
9811,3191,4
9812,6127,5
9813,8393,5
9814,8964,4
9815,4548,5
9816,9873,4
9817,8430,4
9818,6262,5
9819,1030,4
9820,8087,4
9821,388,4
9822,2854,5
9823,3097,4
9824,4302,4
9825,9705,5
9826,9910,3
9827,8712,5
9828,3746,4
9829,1037,5
9830,5234,4
9831,6666,4
9832,6125,5
9833,7529,4
9834,5215,4
9835,7715,4
9836,8716,4
9837,5460,4
9838,5405,4
9839,6265,4
9840,9972,5
9841,6519,5
9842,5457,3
9843,3510,5
9844,6160,5
9845,8757,3
9846,1349,5
9847,4785,4
9848,2075,4
9849,9617,5
9850,3665,5
9851,475,4
9852,9898,4
9853,5877,4
9854,8335,3
9855,5586,4
9856,2799,4
9857,1726,5
9858,6357,4
9859,9508,4
9860,5781,5
9861,9942,4
9862,1062,4
9863,8495,4
9864,9423,4
9865,2566,4
9866,433,4
9867,6263,4
9868,1855,3
9869,4109,5
9870,1633,4
9871,4785,4
9872,2891,5
9873,1859,3
9874,6775,4
9875,959,4
9876,3388,4
9877,6166,4
9878,2183,4
9879,7210,4
9880,5423,5
9881,8501,5
9882,1613,4
9883,4844,5
9884,7401,4
9885,8347,2
9886,9951,5
9887,4743,3
9888,2055,5
9889,5963,4
9890,3615,5
9891,4869,5
9892,8649,4
9893,155,4
9894,7815,5
9895,4238,4
9896,7926,5
9897,2557,4
9898,909,3
9899,1120,5
9900,9979,5
9901,7790,5
9902,1105,4
9903,1133,3
9904,5324,5
9905,7487,5
9906,2500,4
9907,2865,4
9908,2371,4
9909,6785,5
9910,9317,2
9911,8051,4
9912,5552,4
9913,9932,4
9914,8319,5
9915,8744,4
9916,9674,3
9917,4830,4
9918,4074,5
9919,8857,3
9920,9542,4
9921,3030,4
9922,7474,4
9923,9941,5
9924,4481,4
9925,9735,4
9926,823,4
9927,6685,4
9928,4241,4
9929,4217,5
9930,8878,4
9931,610,4
9932,9327,3
9933,2723,3
9934,8429,4
9935,1111,4
9936,1200,4
9937,3746,4
9938,8007,4
9939,5234,4
9940,5146,5
9941,7271,4
9942,1225,3
9943,5651,5
9944,1367,4
9945,35,1
9946,8522,4
9947,4743,3
9948,7074,5
9949,8320,4
9950,9814,5
9951,7302,4
9952,3706,4
9953,2127,4
9954,9280,4
9955,7723,5
9956,2035,4
9957,2804,4
9958,3423,4
9959,758,4
9960,463,5
9961,8488,3
9962,4079,5
9963,5740,4
9964,1980,4
9965,463,5
9966,6886,4
9967,733,5
9968,3466,4
9969,6166,4
9970,5963,4
9971,8142,4
9972,7271,4
9973,749,5
9974,5071,5
9975,6742,4
9976,8335,3
9977,5546,4
9978,5154,5
9979,4238,4
9980,2721,4
9981,6778,5
9982,632,5
9983,2371,4
9984,5271,4
9985,6833,4
9986,3412,4
9987,7882,4
9988,6168,4
9989,1047,5
9990,1281,4
9991,8771,4
9992,5881,4
9993,2293,5
9994,6849,4
9995,1968,4
9996,9770,4
9997,6405,5
9998,9954,5
9999,7771,4
